question,answer
Tại sao tôi không nhận được mã OTP gửi từ Techcombank?,Mã OTP sẽ được Techcombank gửi đến số điện thoại đã đăng ký với ngân hàng của bạn. Ngoài ra bạn cần đảm bảo thiết bị của bạn không cài đặt chặn tin nhắn được gửi từ Techcombank đến số điện thoại này.
Tôi có thể tạo mật khẩu đăng nhập ngân hàng số mới trùng với mật khẩu đăng nhập mặc định do Techcombank cấp được không?,"Không, bạn không thể tạo mật khẩu mới trùng với 3 mật khẩu gần nhất, bao gồm cả các mật khẩu tạm thời do Techcombank cấp."
"Tôi đang ở nước ngoài, tôi có thể tiếp tục dùng ứng dụng ngân hàng số của Techcombank bình thường không?",Bạn có thể sử dụng dịch vụ trên Techcombank Mobile ở bất cứ nơi đâu với điện thoại di động có kết nối Internet và đã đăng ký dịch vụ chuyển vùng quốc tế nếu đang ở nước ngoài.
Tôi có bắt buộc phải thiết lập sinh trắc học để sử dụng ứng dụng không?,"Việc thiết lập cho phép sử dụng sinh trắc học trên ứng dụng là không bắt buộc. Bạn có thể bỏ qua bước này và thực hiện thiết lập sau bằng cách bấm vào lựa chọn ""Để sau"". Đăng ký thiết bị mới:"
Tại sao tôi phải đăng ký thiết bị khi muốn sử dụng ứng dụng NHĐT của Techcombank trên thiết bị mới?,"Việc sử dụng ứng dụng NHĐT chỉ có hiệu lực trên 1 thiết bị duy nhất, vì vậy bạn cần đăng ký thiết bị sử dụng và đăng ký lại thiết bị nếu đổi thiết bị cài đặt và sử dụng ứng dụng."
Mã mở khóa được dùng để làm gì?,Bạn bắt buộc tạo mã mở khóa để sử dụng cho việc đăng nhập ứng dụng và xác thực giao dịch.
Thiết lập sinh trắc học để làm gì?,Việc thiết lập sinh trắc học (vân tay/ khuôn mặt) giúp đăng nhập ứng dụng nhanh hơn và để sử dụng khi xác thực giao dịch. Tuy nhiên việc thiết lập này là không bắt buộc.
Nếu tôi xóa ứng dụng và cài đặt lại ứng dụng trên chính thiết bị đó thì tôi có cần đăng ký lại thiết bị không?,"1. Nếu bạn đang sử dụng Techcombank Mobile trên thiết bị chạy hệ điều hànhAndroid, sau khi xóa và tải lại, ứng dụng sẽ hiển thị yêu cầu bạn cần gửi tin nhắn SMS tới 8049 theo cú pháp: TCBT HUY SMARTOTP để gỡ bỏ đăng ký thiết bị trước đó. Sau khi nhận được tin nhắn từ 8049 xác nhận việc gỡ bỏ thiết bị cũ thành công, vui lòng thực hiện đăng ký thiết bị mới để tiếp tục sử dụng ứng dụng. 2. Nếu bạn đang sử dụng Techcombank Mobile trên thiết bị chạy hệ điều hànhiOS, sau khi xóa và tải lại, bạn chỉ cần thực hiện đăng ký lại thiết bị để tiếp tục sử dụng ứng dụng."
"Tại sao sau khi xóa ứng dụng, tôi tải lại ứng dụng trên chính thiết bị cũ mà vẫn nhận được thông báo về việc đang đăng ký sử dụng trên thiết bị khác?","Việc này không xảy ra với các khách hàng sử dụng ứng dụng trên các thiết bị hệ điều hành iOS. Tuy nhiên, do những điểm khác biệt của hệ điều hành Android, nếu xóa ứng dụng và cài đặt lên trên cùng thiết bị Android, bạn vẫn cần thực hiện gỡ bỏ thiết bị trước đó và đăng ký lại thiết bị để tiếp tục sử dụng. Gỡ thiết bị cũ đã đăng ký:"
Tôi muốn cài lại ứng dụng Techcombank Mobile trên thiết bị mới để sử dụng. Tôi phải làm gì?,"Quý khách vui lòng thực hiện ""Gỡ bỏ thiết bị"" trên thiết bị cũ hoặc soạn tin nhắn bằng số điện thoại đã đăng ký với Techcombank để gỡ bỏ trước khi chuyển sang sử dụng ứng dụng trên thiết bị mới. Tin nhắn được gửi từ số điện thoại đã đăng ký với ngân hàng theo cú pháp: TCBT HUY SMARTOTP gửi tới 8049 và thực hiện theo hướng dẫn của Ngân hàng. Ngoài ra, Quý khách cũng có thể gọi điện tới tổng đài 1800 588 822 hoặc tới CN/PGD Techcombank gần nhất để được hỗ trợ."
Tôi xóa ứng dụng và cài đặt lại trên cùng thiết bị thì có thể tiếp tục sử dụng Techcombank Mobile bình thường không?,"Quý khách vui lòng thực hiện ""Gỡ bỏ thiết bị"" trên ứng dụng Techcombank Mobile hoặc soạn tin nhắn bằng số điện thoại đã đăng ký với Techcombank để gỡ bỏ thiết bị. Tin nhắn được gửi từ số điện thoại đã đăng ký với ngân hàng theo cú pháp: TCBT HUY SMARTOTP gửi tới 8049 và thực hiện theo hướng dẫn của Ngân hàng. Ngoài ra, Quý khách cũng có thể gọi điện tới tổng đài 1800 588 822 hoặc tới CN/PGD Techcombank gần nhất để được hỗ trợ. Chuyển khoản:"
Đặc điểm của dịch vụ chuyển tiền nhanh 24/7 trên ứng dụng của Techcombank là gì?,"Khi sử dụng dịch vụ chuyển tiền nhanh 24/7, giao dịch của bạn sẽ được xử lý ngay lập tức. Khi giao dịch được thực hiện thành công, tài khoản nguồn sẽ bị ghi nợ; tài khoản đích sẽ được ghi có ngay lập tức. Ngoài ra, dịch vụ sẽ được cung cấp 24/7. Hạn mức giao dịch tối thiểu là 50,000VND/giao dịch và tối đa là 500.000.000VND/giao dịch. Hiện tại Techcombank mới chỉ cung cấp dịch vụ này bằng hình thức chuyển khoản qua số tài khoản. Techcombank sẽ ra mắt tính năng chuyển khoản nhanh 24/7 qua số thẻ ở các phiên bản sắp tới của ứng dụng Techcombank Mobile."
Tại sao tôi chuyển khoản 1 tỷ đồng cho bạn tôi bằng CK nhanh 24/7 nhưng lại nhận được thông báo nhận tiền muộn nhất vào ngày làm việc tiếp theo?,"Để chuyển khoản nhanh 24/7, số tiền giao dịch của bạn phải lớn hơn 50.000 đồng nhưng không vượt quá 500.000.000 đồng. Do giao dịch của bạn là 1 tỷ đồng nên không thể thực hiện chuyển nhanh 24/7 được, do đó, hệ thống đã tự động chuyển sang hình thức chuyển liên ngân hàng thông thường và bạn của bạn sẽ nhận được tiền muộn nhất sau 1 ngày làm việc. Trong trường hợp bạn muốn chuyển và nhận tiền ngay lập tức, bạn cần chia nhỏ số tiền chuyển xuống dưới 500.000.000 đồng/giao dịch."
Làm thế nào để chuyển khoản qua số điện thoại?,"Để chuyển khoản qua số điện thoại, bạn cần liên kết số điện thoại với một trong các tài khoản thanh toán của mình bằng cách chọn ""Liên kết số điện thoại"" trong mục ""Cài đặt""."
Tôi muốn nâng hạn mức chuyển khoản thì phải làm thế nào?,"Hạn mức chuyển khoản của bạn được mặc định là 500.000.000VNĐ/ngày trên Techcombank Mobile, áp dụng với chuyển nhanh 24/7 và chuyển liên ngân hàng. Trong trường hợp muốn chuyển với số tiền lớn hơn nhưng không vượt quá 5 tỷ VNĐ, bạn có thể đăng nhập Techcombank Mobile để thay đổi hạn mức. Hạn mức mới thay đổi sẽ có hiệu lực trong vòng 30 ngày, sau đó sẽ trở lại hạn mức mặc định 500 triệu đồng/ngày. Thanh toán và chuyển khoản bằng mã QR:"
Mã QR là gì?,"Mã QR là dạng mã ma trận (hay mã vạch 2 chiều) chứa thông tin có thể đọc bởi mã vạch hay các thiết bị di động thông minh, là một tính năng được tích hợp trên ứng dụng Techcombank Mobile. Bạn có thể chuyển khoản hoặc thanh toán hóa đơn bằng mã QR tại các điểm chấp nhận thanh toán qua mã QR với Techcombank Mobile."
Sự khác biệt giữa giao dịch thanh toán bằng mã QR và thanh toán bằng thẻ như thế nào?,"Với các giao dịch bằng thẻ, bạn cần tương tác trực tiếp với nhân viên bán hàng bằng việc đưa thẻ cho nhân viên để quẹt trên máy POS. Với thanh toán mã QR, bạn thực hiện thanh toán trên điện thoại, không sợ lộ thông tin cá nhân hay tiếp xúc trực tiếp với nhân viên bán hàng, đảm bảo an toàn trong bối cảnh dịch bệnh covid đang diễn biến phức tạp như hiện nay."
Tôi có thể thanh toán bằng mã QR tại các đơn vị chấp nhận thanh toán nào?,Hiện tại tính năng thanh toán qua QR code của Techcombank được chấp nhận thanh toán tại tất cả các đơn vị thanh toán của VN PAY và mPOS
Chuyển tiền bằng mã QR khác gì so với chuyển tiền thông thường?,"Với cách chuyển tiền thông thường sẽ cần nhiều thông tin như số tài khoản, tên người nhận. Nếu chuyển khoản thường không phải chuyển khoản nhanh còn cần đến cả thông tin về ngân hàng nhận và chi nhánh. Đối với QR code thì chỉ cần duy nhất 1 mã QR là bạn đã có thể thực hiện được giao dịch mà không cần nhập thủ công các thông tin tài khoản của người thụ hưởng, giảm thiểu sai sót trong quá trình giao dịch."
Tôi có thể chuyển tối đa bao nhiêu tiền bằng mã QR trên Techcombank Mobile?,Hạn mức chuyển tiền bằng mã QR trên Techcombank Mobile sẽ theo quy định hạn mức chuyển tiền 24/7 của Techcombank.
Tôi có bị giới hạn số lượng tạo mã QR code không?,Số lượng mã QR không bị giới hạn. Bạn có thể tạo theo nhu cầu giao dịch phát sinh. Thanh toán hóa đơn:
Tôi có thể thanh toán hóa đơn cho những loại dịch vụ nào trên Techcombank Mobile?,"Bạn có thể thanh toán hóa đơn trên Techcombank Mobile cho một số dịch vụ như: Điện, nước, điện thoại di động trả trước, trả sau, điện thoại cố định, phí dịch vụ nhà ở, bảo hiểm, Internet, vé máy bay, vé tàu. Tính năng thanh toán học phí dự kiến sẽ ra mắt vào tháng 12/2021."
Tôi có thể nạp tiền di động trả trước hoặc thanh toán hóa đơn di động trả sau cho người khác trên Techcombank Mobile được không?,Bạn có thể nạp tiền di động trả trước hoặc thanh toán hóa đơn di động trả sau cho người khác trừ nhà mạng Viettel.
Tôi có được gạch nợ ngay lập tức sau khi thanh toán hóa đơn thành công không?,"Có, hóa đơn sẽ được gạch nợ ngay lập tức bên nhà cung cấp sau khi bạn giao dịch thanh toán hóa đơn thành công."
"Khi nạp tiền điện thoại trả trước, các mã khuyến mãi có được áp dụng?","Khi nạp tiền điện thoại trả trước, nếu thời gian bạn nạp tiền trong thời hạn và thuê bao đáp ứng các điều kiện hưởng khuyến mãi theo quy định của nhà mạng thì sau khi nạp tiền thành công, bạn sẽ nhận được khuyến mại theo chương trình của nhà mạng."
Techcombank Mobile có hỗ trợ tính năng thanh toán hóa đơn tự động không?,"Có, bạn có thể sử dụng tính năng cài đặt thanh toán hóa đơn tự động cho một số dịch vụ đã có trên Techcombank Mobile. Quản lý tài chính cá nhân:"
Biểu đồ chi tiêu dùng để làm gì?,"Công cụ này được coi như một trợ lý tài chính cho người dùng, hỗ trợ bạn quản lý tài chính cá nhân bằng cách theo dõi thu chi trong một chu kỳ chi tiêu do chính bạn tự thiết lập. Tùy theo tình trạng chi tiêu tại từng thời điểm, bạn sẽ nhận được các thông điệp khác nhau từ ứng dụng để hỗ trợ quản lý chi tiêu tốt hơn. Biểu đồ này gồm 3 cột biểu thị cho dòng tiền vào, dòng tiền ra của tất cả các tài khoản mà bạn đang sở hữu cũng như số tiền tiết kiệm trong chu kỳ chi tiêu."
Chu kỳ chi tiêu của biểu đồ được hiểu như thế nào?,- Nếu bạn lựa chọn ngày nhận lương thì chu kỳ chi tiêu bắt đầu từ ngày nhậnlương của tháng này đến (ngày nhận lương -1) của tháng sau - Nếu bạn không lựa chọn ngày nhận lương thì chu kỳ chi tiêu bắt đầu từ ngàyđầu tháng đến ngày cuối tháng theo lịch dương
Tôi có thể thay đổi hình nền ứng dụng theo sở thích trên Techcombank Mobile?,Bạn có thể lựa chọn thay đổi hình nền của ứng dụng với các hình ảnh có sẵn trên kho hình nền của ứng dụng bất cứ lúc nào. Thẻ:
Tôi là chủ thẻ chính thì có thẻ quản lý cả thẻ phụ trên ứng dụng Techcombank Mobile của tôi được không?,"Có, bạn sẽ nhìn thấy các thẻ chính và thẻ phụ của mình trên ứng dụng. Các thẻ chính sẽ hiển thị trước, sau đó đến các thẻ phụ."
Tôi là chủ thẻ phụ thì có thể quản lý thẻ của mình trên ứng dụng Techcombank Mobile của tôi được không?,"Không, nếu bạn là chủ thẻ phụ thì sẽ không nhìn thấy thẻ phụ của mình trên ứng dụng."
Tôi có thể sử dụng những tính năng gì trên Techcombank Mobile để quản lý thẻ?,"Trên ứng dụng Techcombank Mobile, bạn có thể sử dụng các tính năng Quản lý thẻ như: Khóa/Mở khóa thẻ; Cấp lại mã PIN thẻ; Thay đổi hạn mức giao dịch thẻ; Cho phép thanh toán trực tuyến và Xem sao kê thẻ tín dụng."
"Tôi là chủ thẻ chính, tôi có thể khóa/mở khóa thẻ phụ trên ứng dụng Techcombank Mobile được không?",Nếu bạn là chủ thẻ chính thì bạn có thể khóa/mở khóa thẻ phụ trên ứng dụng Techcombank Mobile.
Thời gian thẻ bị khóa khi sử dụng tính năng Khóa thẻ là bao lâu?,Thẻ tạm thời bị khóa đến khi bạn mở khóa thẻ bằng cách thực hiện ngay trên ứng dụng này.
Tôi có bị mất phí khi Cấp lại PIN của thẻ trên Techcombank Mobile không?,"Không, biểu phí hiện hành của Techcombank hiện nay chưa áp dụng thu phí với việc yêu cầu cấp lại PIN trên Techcombank Mobile."
Tôi có thể đặt hạn mức bằng 0 với các giao dịch mà tôi không có nhu cầu sử dụng được không?,"Được, tuy nhiên, hạn mức thay đổi chỉ có hiệu lực trong thời gian bạn đã lựa chọn và không quá 90 ngày."
Tôi có thể thay đổi hạn mức giao dịch thẻ lên tối đa bao nhiêu tiền trên ứng dụng Techcombank Mobile?,Bạn có thể thiết lập hạn mức tối đa 600 triệu cho tất cả các loại giao dịch thẻ được hiển thị trên ứng dụng.
Tôi muốn điều chỉnh hạn mức giao dịch lên trên 600 triệu qua ứng dụng có được không?,"Không, bạn chỉ có thể điều chỉnh hạn mức giao dịch lên tối đa 600 triệu qua ứng dụng. Để điều chỉnh hạn mức của các giao dịch bằng thẻ lên trên 600 triệu, bạn có thể yêu cầu hỗ trợ thông qua tổng đài 1800 588 822 hoặc tới CN/PGD Techcombank gần nhất để được hỗ trợ. Phát hành thẻ tín dụng phê duyệt trước hạn mức:"
Tôi có cần cung cấp thêm hồ sơ gì trong trường hợp đăng ký phát hành thẻ tín dụng trên ứng dụng Techcombank không?,"KHÔNG. Với trường hợp đăng ký phát hành thẻ tín dụng qua ứng dụng Techcombank Mobile, bạn sẽ không cần cung cấp thêm bất kỳ hồ sơ nào và sẽ được nhận thẻ tại địa chỉ đăng ký."
Tại sao tên của tôi hiển thị trên hình ảnh thẻ tại màn hình đăng ký mở thẻ không đầy đủ như tên tôi trên CMND đã cung cấp cho ngân hàng?,Họ tên của bạn khi in trên thẻ (bao gồm khoảng trắng giữa các từ) dài quá 19 ký tự nên các phần thông tin các tên đệm được viết tắt chữ cái đầu tiên để phù hợp với kích cỡ tiêu chuẩn của thẻ.
"Trong trường hợp tôi đã thay đổi số CMND/Hộ chiếu so với số CMND/Hộ chiếu đã cung cấp cho Techcombank, tôi phải làm thế nào để nhận được thẻ?",Bạn cần cập nhật số CMND/Hộ chiếu mới tại chi nhánh của Techcombank trước khi nhận thẻ. Tiền gửi online:
Tôi có thể mở tài khoản tiền gửi nào trên Techcombank Mobile?,Hiện tại bạn có thể mở tài khoản tiền gửi online trên ứng dụng Techcombank Mobile với sản phẩm Phát Lộc online và Tiền gửi online.
Tôi được phép chọn tài khoản nào để nhận số tiền đáo hạn tài khoản tiền gửi?,"Có, nếu bạn chủ động đáo hạn tài khoản tiền gửi online, bạn có thể lựa chọn tài khoản đáo hạn là tài khoản thanh toán đang trong trạng thái hoạt động bình thường, không bị khóa hoặc phong tỏa và không lựa chọn tài khoản thẻ tín dụng hoặc tài khoản thấu chi."
Tôi được phép mở tài khoản tiền gửi online với số tiền tối thiểu bao nhiêu?,Bạn có thể mở tài khoản tiền gửi online với số tiền tối thiểu là 1 triệu đồng.
Số tiền mà tôi mở tài khoản tiền gửi online có tính vào hạn mức chuyển khoản trong ngày không?,"Không, việc mở tài khoản tiền gửi online không ảnh hưởng đến hạn mức chuyển khoản trong ngày của Quý khách."
Các sổ tiết kiệm của tôi mở tại quầy có hiển thị trên ứng dụng Techcombank Mobile không?,"Có, bạn có thể quản lý các sổ tiết kiệm mở tại quầy ngay trên ứng dụng Techcombank Mobile"
Tôi có thể tất toán các sổ tiết kiệm mở tại quầy qua ứng dụng Techcombank Mobile không?,"Không, bạn không thể tất toán sổ tiết kiệm mở tại quầy qua ứng dụng Techcombank Mobile. Để tất toán sổ tiết kiệm mở tại quầy, bạn vui lòng tới CN/PGD gần nhất để được hỗ trợ. Tài khoản đầu tư:"
Mở tài khoản đầu tư trên Techcombank Mobile có mất phí hay không?,Tính năng mở tài khoản chứng khoán trên ứng dụng ngân hàng điện tử của Techcombank hoàn toàn miễn phí.
Chỉ cần có tài khoản thanh toán tại Techcombank và sử dụng ứng dụng ngân hàng số Techcombank Mobile là có thể mở tài khoản chứng khoán?,"Đúng, bạn chỉ cần có tài khoản thanh toán tại Techcombank và sử dụng ứng dụng ngân hàng điện tử Techcombank Mobile là có thể mở tài khoản chứng khoán."
Tôi cần chuẩn bị giấy tờ gì để mở tài khoản chứng khoán ?,Bạn chỉ cần chuẩn bị CMND/CCCD để upload lên hệ thống theo hướng dẫn tại các bước mở tài khoản chứng khoán trên ứng dụng ngân hàng điện tử của Techcombank.
Tôi muốn thay đổi số điện thoại đã đăng ký với ngân hàng để mở tài khoản chứng khoán?,Bạn vui lòng ra quầy giao dịch gần nhất của Techcombank để cập nhật thông tin số điện thoại trên hệ thống.
Tôi sẽ điền thông tin địa chỉ nào để mở tài khoản chứng khoán trên ứng dụng ngân hàng điện tử?,Vui lòng điền thông tin địa chỉ liên hệ tại trường thông tin địa chỉ trên ứng dụng ngân hàng điện tử để thuận tiện trong việc liên hệ giữa bạn và Công ty Chứng khoán.
Tôi có thể chuyển tiền từ tài khoản thanh toán sang tài khoản đầu tư không?,Bạn có thể thực hiện chuyển tiền từ tài khoản thanh toán sang tài khoản đầu tư để thực hiện các giao dịch theo nhu cầu. Thông báo biến động số dư
Đăng ký thông báo biến động số dư qua ứng dụng cần những điều kiện gì?,"Để đăng ký thông báo biến động số dư qua ứng dụng, bạn chỉ cần đảm bảo những điều kiện đơn giản như: - Đã cài đặt ứng dụng - Đã bật chế độ cho phép nhận thông báo từ ứng dụng tại phần ""Cài đặt"" củathiết bị để nhận được các thông báo từ Techcombank - Thiết bị được kết nối mạng Internet thường xuyên trong quá trình sử dụng đểkhông bỏ lỡ thông báo từ Techcombank."
qua Techcombank Mobile có ưu điểm gì so với thông báo biến động số dư qua tin nhắn?,"Dịch vụ thông báo biến động số dư qua ứng dụng Techcombank Mobile có rất nhiều ưu điểm vượt trội như: - Hoàn toàn miễn phí - Không cần Roaming để nhận biến động số dư khi đi công tác, du lịch nướcngoài - Dễ dàng quản lý số dư tài khoản - Bảo mật hơn cho số dư tài khoản cho khách hàng"
Đăng ký và sử dụng thông báo biến động số dư qua Techcombank Mobile có mất phí không?,Việc đăng ký và sử dụng thông báo biến động số dư qua ứng dụng là HOÀN TOÀN MIỄN PHÍ.
Dịch vụ thông báo biến động số dư đăng ký trên ứng dụng có bao gồm các thông báo về giao dịch thẻ tín dụng hay thông báo khoản vay đến hạn không?,"Không, dịch vụ thông báo biến động số dư trên ứng dụng chỉ bao gồm các thông báo về giao dịch của tài khoản thanh toán của bạn."
Tôi có thể hủy dịch vụ thông báo biến động số dư tài khoản qua app hoặc SMS trên ứng dụng được không?,"Bạn có thể chủ động đăng ký/hủy đăng ký nhận thông báo biến động số dư tài khoản thông qua thông báo đẩy trên ứng dụng hoặc thông qua SMS cho từng tài khoản thanh toán của mình mọi lúc, mọi nơi ngay trên ứng dụng Techcombank Mobile."
Nếu tôi mất điện thoại và cần phải khóa tài khoản NHĐT thì thông báo biến động số dư qua ứng dụng có bị hủy không?,Việc khóa dịch vụ ebanking không ảnh hưởng đến dịch vụ thông báo biến động số dư tài khoản.
"Nếu đi du lịch nước ngoài, tôi có thể nhận được thông báo biến động số dư qua App hoặc qua SMS không?","Thông báo biến động số dư qua ứng dụng được thực hiện mọi lúc mọi nơi mà không cần roaming, (chỉ cần kết nối mạng internet và đã bật chế độ cho phép ứng dụng nhận thông báo trên thiết bị) kể cả khi bạn đi công tác hay du lịch ở nước ngoài. Với dịch vụ nhận thông báo biến động số dư qua SMS, bạn cần roaming để nhận được tin nhắn khi ở nước ngoài. Thông tin bảo mật:"
"Tại sao tôi chỉ quên mã mở khóa, mà ngoài việc tạo mã mở khóa mới, tôi lại phải thiết lập lại cả sinh trắc học?",Việc thiết lập lại mã mở khóa và sinh trắc học khi bạn quên mã mở khóa và không thể dùng tên đăng nhập và mật khẩu đăng nhập để đăng nhập lại ứng dụng nhằm đảm bảo tính bảo mật cho ứng dụng của bạn.
Tôi muốn lấy lại mật khẩu tạm thời do Techcombank cấp do đã xóa SMS thì làm thế nào?,"Bạn có thể sử dụng tính năng Quên mật khẩu để tạo mới mật khẩu đăng nhập bằng cách cung cấp thông tin CMND/CCCD, số thẻ, mã PIN thẻ và mã xác thực gửi về số điện thoại đã đăng ký. Trường hợp bạn chưa có thẻ, vui lòng mang CMND cần tới CN/PGD Techcombank gần nhất để được hỗ trợ cấp lại mật khẩu."
Điều gì sẽ xảy ra khi tôi nhập sai mã mở khóa vượt quá số lần cho phép?,"Nếu nhập sai mã mở khóa quá 3 lần, bạn phải đăng nhập lại ứng dụng bằng tên đăng nhập và mật khẩu, sau đó đăng ký lại thiết bị bằng cách tạo mã mở khóa mới và thiết lập lại nhận diện sinh trắc học."
Tôi quên mật khẩu đăng nhập thì có thể được cấp lại mật khẩu bằng cách nào?,"Bạn có thể sử dụng tính năng Quên mật khẩu để tạo mới mật khẩu đăng nhập bằng cách cung cấp thông tin CMND/CCCD, số thẻ, mã PIN thẻ và mã xác thực gửi về số điện thoại đã đăng ký. Trường hợp bạn chưa có thẻ, vui lòng mang CMND cần tới CN/PGD Techcombank gần nhất để được hỗ trợ cấp lại mật khẩu."
Tôi quên tên đăng nhập thì có thể được cấp lại tên đăng nhập bằng cách nào?,"Bạn có thể sử dụng tính năng Quên tên đăng nhập để tạo mới mật khẩu đăng nhập bằng cách cung cấp thông tin CMND/CCCD, số thẻ, mã PIN thẻ và mã xác thực gửi về số điện thoại đã đăng ký. Trường hợp bạn chưa có thẻ, vui lòng mang CMND cần tới CN/PGD Techcombank gần nhất để được hỗ trợ cấp lại tên đăng nhập. Mở tài khoản và đăng ký dịch vụ ngân hàng điện tử qua hình thức eKYC:"
Mở tài khoản thanh toán theo phương thức định danh điện tử eKYC là gì?,"Tài khoản định danh điện tử là phương thức đăng ký tài khoản thanh toán và dịch vụ ngân hàng điện tử mới trên ứng dụng của Techcombank mà không cần phải đến Chi nhánh của Techcombank. Bạn chỉ cần sử dụng số điện thoại, CMND/CCCD còn hiệu lực và hợp lệ là có thể đăng ký."
Tôi có thể sử dụng các Dịch vụ gì theo phương thức này?,"Với tài khoản thanh toán và dịch vụ Ngân hàng số đăng ký theo phương thức eKYC, bạn có thể sử dụng các dịch vụ cơ bản của Techcombank như chuyển tiền, rút tiền mặt qua ứng dụng, chuyển tiền qua CMND, thanh toán hóa đơn, gửi tiết kiệm trực tuyến... Một số tính năng như đầu tư, kết nối với công ty chứng khoán, hay thay đổi hạn mức chuyển khoản sẽ chưa thể sử dụng ngay. Hạn mức giao dịch của tài khoản thanh toán của bạn là: 100 triệu đồng/tháng"
Nếu tôi mở thẻ Debit (thẻ thanh toán Quốc tế) trong luồng đăng ký thì hạn mức giao dịch của tôi có bị thay đổi không?,Hạn mức giao dịch của bạn như sau: - Hạn mức của thẻ là 40 triệu đồng/tháng; - Hạn mức giao dịch của tài khoản thanh toán là 60 triệu đồng/tháng.
Tôi muốn thay đổi hạn mức với tài khoản định danh điện tử có được không? Làm thế nào để tôi thay đổi hạn mức?,"Bạn vui lòng đến chi nhánh Techcombank để được hỗ trợ, đồng thời nâng cấp sử dụng dịch vụ đầy đủ. Sau khi nâng cấp tài khoản, bạn có thể giao dịch với hạn mức 500 triệu đồng/ ngày và chủ động thay đổi hạn mức giao dịch trên ứng dụng của Techcombank."
Người nhà tôi không ở Việt Nam thì có được đăng ký được không?,"Tài khoản được mở bằng hình thức định danh điện tử hiện nay chỉ áp dụng cho công dân Việt Nam cư trú tại Việt Nam. Trường hợp đang ở nước ngoài, Trường hợp đang ở nước ngoài, chúng tôi khuyến nghị bạn không đăng ký tài khoản theo hình thức này."
Tôi có thể dùng CCCD gắn chip để định danh tài khoản không?,"Hoàn toàn được. Bạn có thể sử dụng các Giấy tờ tùy thân sau để đăng ký mở TK và dịch vụ NHĐT theo hình thức eKYC: - CMND 9 số; - CMND 12 số; - CCCD; - CCCD gắn chíp. Giấy tờ tùy thân sử dụng để đăng ký yêu cầu vẫn còn hiệu lực, không bị nhàu nát, cắt góc, đục lỗ, không chấp nhận giấy bản sao, photo."
Tôi đăng ký định danh điện tử nhưng sau đó ra Chi nhánh để nâng cấp tài khoản luôn được không?,"Sau khi đăng ký tài khoản thành công qua hình thức định danh điện tử, bạn vui lòng đến Chi nhánh của Techcombank sau 48h để cập nhật thông tin."
